Chapter,Sentence,Snippet
chapter_003.txt,"Klein nearly
gave his all and often stayed up late into the night and woke up early before
barely managing to catch up to the others, eventually allowing him to
graduate with average results.",0,5,klein,"Klein nearly
gave his all and often stayed up...",False
chapter_003.txt,Klein committed suicide without a silencer.,0,5,klein,Klein committed suicide without a silencer.,False
chapter_003.txt,"Or is Klein’s suicide shrouded in mystery to
begin with?",6,11,klein,"Or is Klein’s suicide shrouded in mystery to
begin...",False
chapter_003.txt,"Her gaze was once again glazed with exasperation as she said with a sweet
voice, “Klein, take out all the remaining bread.",82,87,klein,"...ration as she said with a sweet
voice, “Klein, take out all the remaining bread.",False
chapter_003.txt,"“Alright.”
Regarding the Loen Kingdom’s pound, Zhou Mingrui matched Klein’s
muscle memory with his.",68,73,klein,"...n Kingdom’s pound, Zhou Mingrui matched Klein’s
muscle memory with his.",False
chapter_003.txt,"Moments after she opened the main door, she paused in her footsteps and
turned her body halfway, saying, “Klein, don’t buy too much mutton or
peas.",106,111,klein,"...s and
turned her body halfway, saying, “Klein, don’t buy too much mutton or
peas.",False
chapter_004.txt,"All I’m doing is buying some ingredients to
prepare for my luck enhancement ritual…”
Klein was so concerned about his impending interview that it became
instinct.",85,90,klein,"...repare for my luck enhancement ritual…”
Klein was so concerned about his impending in...",False
chapter_004.txt,"Perhaps a result of Klein’s memory fragments or his constant desire for
money, Zhou Mingrui felt like he had instantly fallen in love with these
notes.",20,25,klein,Perhaps a result of Klein’s memory fragments or his constant desi...,False
chapter_004.txt,Klein’s suicide was fraught with peculiarities.,0,5,klein,Klein’s suicide was fraught with peculiaritie...,False
chapter_004.txt,"From Klein’s memories, this was not a rare
sight in low-income communities, even if there were sewers.",5,10,klein,"From Klein’s memories, this was not a rare
sight i...",False
chapter_004.txt,"From the beginning of Klein’s memories, she had been here
selling bread and pastries.",22,27,klein,"From the beginning of Klein’s memories, she had been here
selling b...",False
chapter_004.txt,"Dear Klein, where’s Benson?",5,10,klein,"Dear Klein, where’s Benson?",False
chapter_004.txt,"If Klein were to successfully pass his interview and become a lecturer at
Tingen University, it was true that his family would immediately be pushed
up to a higher socioeconomic status!",3,8,klein,If Klein were to successfully pass his interview...,False
chapter_004.txt,"One had to know that despite working for so many years, Klein’s
brother, Benson, only had a weekly salary of one pound and ten soli.",56,61,klein,"...that despite working for so many years, Klein’s
brother, Benson, only had a weekly sa...",False
chapter_004.txt,"Taking into account that the knowledge Klein grasped were fragmented and
incomplete, Zhou Mingrui felt awkward and guilty towards Mrs.",39,44,klein,"Taking into account that the knowledge Klein grasped were fragmented and
incomplete,...",False
chapter_004.txt,"Klein’s memories
regarding this was incomplete.",0,5,klein,"Klein’s memories
regarding this was incomplet...",False
chapter_006.txt,"Relying on Klein’s fragmented general knowledge of history, Zhou Mingrui
knew clearly that the “Iron Age” referred to the current epoch, which was
the Fifth Epoch that began 1349 years ago.",11,16,klein,Relying on Klein’s fragmented general knowledge of histo...,False
chapter_007.txt,"After another bout of silence, he muttered to himself with a tone of dismay,
disappointment, agony, and grief, “From this moment forth, I’m Klein.”
…
Klein tried his best to refocus his solutions and plans so as to purge the
negative emotions in him.",140,145,klein,"...and grief, “From this moment forth, I’m Klein.”
…
Klein tried his best to refocus his...",False
chapter_007.txt,"After another bout of silence, he muttered to himself with a tone of dismay,
disappointment, agony, and grief, “From this moment forth, I’m Klein.”
…
Klein tried his best to refocus his solutions and plans so as to purge the
negative emotions in him.",150,155,klein,"...“From this moment forth, I’m Klein.”
…
Klein tried his best to refocus his solutions...",False
chapter_007.txt,"Uh, speaking of which, this does sound a little familiar…
Klein was stunned for a few seconds before he burst out in laughter.",58,63,klein,"...ich, this does sound a little familiar…
Klein was stunned for a few seconds before he...",False
